username,quiz_name,category,grade,timestamp,date,time,num_total,num_correct,percent_correct,mastery,mastery_timestamp,mastery_date,mastery_time
PaytonP4,COM2,CO,2,2024-08-07 12:13:29,2024-08-07,12:13:29,5,4,0.8,1,2024-08-07 12:12:30,2024-08-07,12:12:30
KnoxK2,AS3,AS,3,2024-08-07 12:13:28,2024-08-07,12:13:28,6,6,1.0,0,2024-08-07 12:19:18,2024-08-07,12:19:18
KnoxK2,AS3,AS,3,2024-08-07 12:16:09,2024-08-07,12:16:09,6,6,1.0,0,2024-08-07 12:19:18,2024-08-07,12:19:18
KnoxK2,AS3,AS,3,2024-08-07 12:19:18,2024-08-07,12:19:18,6,6,1.0,1,2024-08-07 12:19:18,2024-08-07,12:19:18
PaytonP4,AS2,,2,2024-08-07 12:16:47,2024-08-07,12:16:47,5,2,0.4,0,,,
KnoxK2,MD3,MD,3,2024-08-07 12:22:26,2024-08-07,12:22:26,4,4,1.0,0,2024-08-13 11:35:40,2024-08-13,11:35:40
PaytonP4,LG3,LG,3,2024-08-07 12:24:51,2024-08-07,12:24:51,5,1,0.2,0,2025-01-28 15:34:07,2025-01-28,15:34:07
KnoxK2,MD3,MD,3,2024-08-07 12:26:42,2024-08-07,12:26:42,4,4,1.0,0,2024-08-13 11:35:40,2024-08-13,11:35:40
IyanaI,AS1,,1,2024-08-07 12:23:05,2024-08-07,12:23:05,5,5,1.0,0,,,
KnoxK2,LG3,LG,3,2024-08-07 12:29:31,2024-08-07,12:29:31,5,5,1.0,0,2024-08-13 11:46:43,2024-08-13,11:46:43
IyanaI,AS1,,1,2024-08-07 12:30:39,2024-08-07,12:30:39,5,4,0.8,0,,,
KnoxK2,COM1,CO,1,2024-08-07 12:40:56,2024-08-07,12:40:56,5,5,1.0,0,2024-08-21 12:30:18,2024-08-21,12:30:18
KnoxK2,COM1,CO,1,2024-08-07 12:42:20,2024-08-07,12:42:20,5,5,1.0,0,2024-08-21 12:30:18,2024-08-21,12:30:18
KnoxK2,COM1,CO,1,2024-08-07 12:42:54,2024-08-07,12:42:54,5,5,1.0,0,2024-08-21 12:30:18,2024-08-21,12:30:18
PaytonP4,COM2,CO,2,2024-08-07 12:46:24,2024-08-07,12:46:24,5,4,0.8,1,2024-08-07 12:12:30,2024-08-07,12:12:30
PaytonP4,COM2,CO,2,2024-08-07 12:48:10,2024-08-07,12:48:10,5,4,0.8,1,2024-08-07 12:12:30,2024-08-07,12:12:30
IyanaI,AS1,,1,2024-08-07 12:44:36,2024-08-07,12:44:36,5,3,0.6,0,,,
KnoxK2,MD3,MD,3,2024-08-13 11:28:39,2024-08-13,11:28:39,4,4,1.0,0,2024-08-13 11:35:40,2024-08-13,11:35:40
KnoxK2,MD3,MD,3,2024-08-13 11:32:06,2024-08-13,11:32:06,4,3,0.75,0,2024-08-13 11:35:40,2024-08-13,11:35:40
PaytonP4,COM2,CO,2,2024-08-13 11:34:21,2024-08-13,11:34:21,5,3,0.6,1,2024-08-07 12:12:30,2024-08-07,12:12:30
CyrusC3,COM2,CO,2,2024-08-13 11:36:06,2024-08-13,11:36:06,5,5,1.0,1,2024-07-31 11:38:43,2024-07-31,11:38:43
PaytonP4,COM2,CO,2,2024-08-13 11:36:54,2024-08-13,11:36:54,5,5,1.0,1,2024-08-07 12:12:30,2024-08-07,12:12:30
KnoxK2,MD3,MD,3,2024-08-13 11:35:40,2024-08-13,11:35:40,4,4,1.0,1,2024-08-13 11:35:40,2024-08-13,11:35:40
KnoxK2,LG3,LG,3,2024-08-13 11:41:02,2024-08-13,11:41:02,5,5,1.0,0,2024-08-13 11:46:43,2024-08-13,11:46:43
KnoxK2,LG3,LG,3,2024-08-13 11:42:16,2024-08-13,11:42:16,5,5,1.0,0,2024-08-13 11:46:43,2024-08-13,11:46:43
KnoxK2,LG3,LG,3,2024-08-13 11:44:38,2024-08-13,11:44:38,5,5,1.0,0,2024-08-13 11:46:43,2024-08-13,11:46:43
KnoxK2,LG3,LG,3,2024-08-13 11:46:43,2024-08-13,11:46:43,5,5,1.0,1,2024-08-13 11:46:43,2024-08-13,11:46:43
KnoxK2,FR3,FR,3,2024-08-13 11:48:30,2024-08-13,11:48:30,4,4,1.0,0,2024-08-13 11:55:15,2024-08-13,11:55:15
KnoxK2,FR3,FR,3,2024-08-13 11:50:08,2024-08-13,11:50:08,4,4,1.0,0,2024-08-13 11:55:15,2024-08-13,11:55:15
KnoxK2,FR3,FR,3,2024-08-13 11:51:14,2024-08-13,11:51:14,4,4,1.0,0,2024-08-13 11:55:15,2024-08-13,11:55:15
KnoxK2,FR3,FR,3,2024-08-13 11:54:15,2024-08-13,11:54:15,4,4,1.0,0,2024-08-13 11:55:15,2024-08-13,11:55:15
KnoxK2,FR3,FR,3,2024-08-13 11:55:15,2024-08-13,11:55:15,4,4,1.0,1,2024-08-13 11:55:15,2024-08-13,11:55:15
CyrusC3,MD2,MD,2,2024-08-13 11:56:28,2024-08-13,11:56:28,2,2,1.0,1,2024-08-06 12:10:39,2024-08-06,12:10:39
CyrusC3,MD2,MD,2,2024-08-13 11:57:30,2024-08-13,11:57:30,2,2,1.0,1,2024-08-06 12:10:39,2024-08-06,12:10:39
CyrusC3,MD2,MD,2,2024-08-13 11:58:10,2024-08-13,11:58:10,2,2,1.0,1,2024-08-06 12:10:39,2024-08-06,12:10:39
AyaA2,COM3,CO,3,2024-08-13 12:28:19,2024-08-13,12:28:19,4,3,0.75,0,2025-01-31 09:29:32,2025-01-31,09:29:32
AyaA2,COM3,CO,3,2024-08-13 12:29:22,2024-08-13,12:29:22,4,4,1.0,0,2025-01-31 09:29:32,2025-01-31,09:29:32
AyaA2,MD3,,3,2024-08-13 12:30:00,2024-08-13,12:30:00,4,3,0.75,0,,,
FoxF2,COM3,CO,3,2024-08-13 12:39:37,2024-08-13,12:39:37,4,4,1.0,0,2024-08-20 12:35:11,2024-08-20,12:35:11
OamirO,COM1,CO,1,2024-08-13 12:42:00,2024-08-13,12:42:00,5,2,0.4,0,2024-12-18 09:58:01,2024-12-18,09:58:01
OamirO,AS1,AS,1,2024-08-13 12:43:08,2024-08-13,12:43:08,5,3,0.6,0,2024-08-29 12:13:10,2024-08-29,12:13:10
FoxF2,MD3,,3,2024-08-13 12:42:05,2024-08-13,12:42:05,4,4,1.0,0,,,
FoxF2,AS3,,3,2024-08-13 12:48:31,2024-08-13,12:48:31,6,6,1.0,0,,,
AyaA2,LG3,LG,3,2024-08-13 13:07:55,2024-08-13,13:07:55,5,4,0.8,0,2024-08-28 12:30:13,2024-08-28,12:30:13
AyaA2,COM3,CO,3,2024-08-13 13:11:06,2024-08-13,13:11:06,4,3,0.75,0,2025-01-31 09:29:32,2025-01-31,09:29:32
AyaA2,COM3,CO,3,2024-08-13 13:12:00,2024-08-13,13:12:00,4,2,0.5,0,2025-01-31 09:29:32,2025-01-31,09:29:32
AyaA2,COM3,CO,3,2024-08-13 13:13:48,2024-08-13,13:13:48,4,2,0.5,0,2025-01-31 09:29:32,2025-01-31,09:29:32
IyanaI,AS1,,1,2024-08-13 13:17:34,2024-08-13,13:17:34,5,5,1.0,0,,,
FoxF2,MD2,MD,2,2024-08-14 11:36:09,2024-08-14,11:36:09,2,2,1.0,1,2024-08-07 11:40:05,2024-08-07,11:40:05
FoxF2,COM4,CO,4,2024-08-14 11:37:31,2024-08-14,11:37:31,5,3,0.6,0,2025-01-23 15:40:23,2025-01-23,15:40:23
FoxF2,AS,,4,2024-08-14 11:41:10,2024-08-14,11:41:10,4,3,0.75,0,,,
FoxF2,COM3,CO,3,2024-08-14 12:08:23,2024-08-14,12:08:23,4,4,1.0,0,2024-08-20 12:35:11,2024-08-20,12:35:11
KnoxK2,COM1,CO,1,2024-08-14 12:49:07,2024-08-14,12:49:07,5,5,1.0,0,2024-08-21 12:30:18,2024-08-21,12:30:18
CyrusC3,COM3,CO,3,2024-08-20 11:30:45,2024-08-20,11:30:45,4,4,1.0,0,2024-08-20 11:46:02,2024-08-20,11:46:02
IyanaI,COM2,CO,2,2024-08-20 11:32:01,2024-08-20,11:32:01,5,5,1.0,0,2024-08-20 11:45:35,2024-08-20,11:45:35
OamirO,COM2,CO,2,2024-08-20 11:34:21,2024-08-20,11:34:21,5,1,0.2,0,2024-11-21 14:14:44,2024-11-21,14:14:44
PaytonP4,MD3,,3,2024-08-20 11:31:06,2024-08-20,11:31:06,4,3,0.75,0,,,
IyanaI,COM2,CO,2,2024-08-20 11:35:16,2024-08-20,11:35:16,5,5,1.0,0,2024-08-20 11:45:35,2024-08-20,11:45:35
CyrusC3,MD3,MD,3,2024-08-20 11:32:59,2024-08-20,11:32:59,4,2,0.5,0,2024-10-02 09:45:36,2024-10-02,09:45:36
IyanaI,COM2,CO,2,2024-08-20 11:37:35,2024-08-20,11:37:35,5,5,1.0,0,2024-08-20 11:45:35,2024-08-20,11:45:35
PaytonP4,LG3,LG,3,2024-08-20 11:38:58,2024-08-20,11:38:58,5,2,0.4,0,2025-01-28 15:34:07,2025-01-28,15:34:07
CyrusC3,LG3,LG,3,2024-08-20 11:40:27,2024-08-20,11:40:27,5,4,0.8,0,2024-08-28 12:26:23,2024-08-28,12:26:23
IyanaI,COM2,CO,2,2024-08-20 11:42:05,2024-08-20,11:42:05,5,5,1.0,0,2024-08-20 11:45:35,2024-08-20,11:45:35
CyrusC3,COM3,CO,3,2024-08-20 11:43:57,2024-08-20,11:43:57,4,4,1.0,0,2024-08-20 11:46:02,2024-08-20,11:46:02
CyrusC3,COM3,CO,3,2024-08-20 11:45:11,2024-08-20,11:45:11,4,4,1.0,0,2024-08-20 11:46:02,2024-08-20,11:46:02
PaytonP4,COM3,CO,3,2024-08-20 11:43:13,2024-08-20,11:43:13,4,1,0.25,0,2025-01-23 14:10:51,2025-01-23,14:10:51
OamirO,AS2,,2,2024-08-20 11:35:32,2024-08-20,11:35:32,5,2,0.4,0,,,
CyrusC3,COM3,CO,3,2024-08-20 11:46:02,2024-08-20,11:46:02,4,4,1.0,1,2024-08-20 11:46:02,2024-08-20,11:46:02
IyanaI,COM2,CO,2,2024-08-20 11:45:35,2024-08-20,11:45:35,5,5,1.0,1,2024-08-20 11:45:35,2024-08-20,11:45:35
OamirO,COM2,CO,2,2024-08-20 11:46:17,2024-08-20,11:46:17,5,3,0.6,0,2024-11-21 14:14:44,2024-11-21,14:14:44
CyrusC3,COM3,CO,3,2024-08-20 11:46:48,2024-08-20,11:46:48,4,4,1.0,1,2024-08-20 11:46:02,2024-08-20,11:46:02
OamirO,MD2,MD,2,2024-08-20 11:47:17,2024-08-20,11:47:17,2,0,0.0,0,2024-11-14 11:08:14,2024-11-14,11:08:14
CyrusC3,LG3,LG,3,2024-08-20 11:48:03,2024-08-20,11:48:03,5,4,0.8,0,2024-08-28 12:26:23,2024-08-28,12:26:23
PaytonP4,AS3,,3,2024-08-20 11:47:14,2024-08-20,11:47:14,6,3,0.5,0,,,
IyanaI,MD2,MD,2,2024-08-20 11:51:03,2024-08-20,11:51:03,2,1,0.5,0,2024-12-17 15:27:03,2024-12-17,15:27:03
CyrusC3,MD3,MD,3,2024-08-20 11:55:31,2024-08-20,11:55:31,4,4,1.0,0,2024-10-02 09:45:36,2024-10-02,09:45:36
KnoxK2,COM4,,4,2024-08-20 12:25:54,2024-08-20,12:25:54,5,4,0.8,0,,,
KnoxK2,COM4,,4,2024-08-20 12:27:38,2024-08-20,12:27:38,5,4,0.8,0,,,
FoxF2,AS3,,3,2024-08-20 12:28:18,2024-08-20,12:28:18,6,4,0.6666666666666666,0,,,
KnoxK2,COM4,,4,2024-08-20 12:33:21,2024-08-20,12:33:21,5,3,0.6,0,,,
CharlotteC14,COM2,CO,2,2024-08-20 12:31:15,2024-08-20,12:31:15,5,3,0.6,0,2024-08-21 12:40:19,2024-08-21,12:40:19
FoxF2,COM3,CO,3,2024-08-20 12:33:57,2024-08-20,12:33:57,4,4,1.0,0,2024-08-20 12:35:11,2024-08-20,12:35:11
FoxF2,COM3,CO,3,2024-08-20 12:34:42,2024-08-20,12:34:42,4,4,1.0,0,2024-08-20 12:35:11,2024-08-20,12:35:11
KnoxK2,COM4,,4,2024-08-20 12:34:12,2024-08-20,12:34:12,5,4,0.8,0,,,
FoxF2,COM3,CO,3,2024-08-20 12:35:11,2024-08-20,12:35:11,4,4,1.0,1,2024-08-20 12:35:11,2024-08-20,12:35:11
FoxF2,COM3,CO,3,2024-08-20 12:35:47,2024-08-20,12:35:47,4,4,1.0,1,2024-08-20 12:35:11,2024-08-20,12:35:11
OarielO,COM3,CO,3,2024-08-20 12:34:25,2024-08-20,12:34:25,4,3,0.75,0,2024-08-29 13:14:44,2024-08-29,13:14:44
FoxF2,COM3,CO,3,2024-08-20 12:37:11,2024-08-20,12:37:11,4,3,0.75,1,2024-08-20 12:35:11,2024-08-20,12:35:11
FoxF2,COM3,CO,3,2024-08-20 12:37:45,2024-08-20,12:37:45,4,3,0.75,1,2024-08-20 12:35:11,2024-08-20,12:35:11
KnoxK2,COM4,,4,2024-08-20 12:35:51,2024-08-20,12:35:51,5,3,0.6,0,,,
FoxF2,COM3,CO,3,2024-08-20 12:38:12,2024-08-20,12:38:12,4,3,0.75,1,2024-08-20 12:35:11,2024-08-20,12:35:11
FoxF2,COM3,CO,3,2024-08-20 12:38:41,2024-08-20,12:38:41,4,4,1.0,1,2024-08-20 12:35:11,2024-08-20,12:35:11
FoxF2,COM3,CO,3,2024-08-20 12:39:10,2024-08-20,12:39:10,4,4,1.0,1,2024-08-20 12:35:11,2024-08-20,12:35:11
FoxF2,COM3,CO,3,2024-08-20 12:39:40,2024-08-20,12:39:40,4,4,1.0,1,2024-08-20 12:35:11,2024-08-20,12:35:11
KnoxK2,AS,AS,4,2024-08-20 12:38:38,2024-08-20,12:38:38,4,4,1.0,0,2024-08-21 12:21:17,2024-08-21,12:21:17
FoxF2,AS3,,3,2024-08-20 12:40:14,2024-08-20,12:40:14,6,6,1.0,0,,,
FoxF2,COM3,CO,3,2024-08-20 12:43:38,2024-08-20,12:43:38,4,4,1.0,1,2024-08-20 12:35:11,2024-08-20,12:35:11
FoxF2,COM3,CO,3,2024-08-20 12:44:52,2024-08-20,12:44:52,4,4,1.0,1,2024-08-20 12:35:11,2024-08-20,12:35:11
KnoxK2,AS,AS,4,2024-08-20 12:44:16,2024-08-20,12:44:16,4,4,1.0,0,2024-08-21 12:21:17,2024-08-21,12:21:17
FoxF2,AS3,,3,2024-08-20 12:46:21,2024-08-20,12:46:21,6,4,0.6666666666666666,0,,,
KnoxK2,AS,AS,4,2024-08-20 12:48:15,2024-08-20,12:48:15,4,4,1.0,0,2024-08-21 12:21:17,2024-08-21,12:21:17
CyrusC3,LG3,LG,3,2024-08-21 11:15:53,2024-08-21,11:15:53,5,5,1.0,0,2024-08-28 12:26:23,2024-08-28,12:26:23
CyrusC3,FR3,FR,3,2024-08-21 11:26:57,2024-08-21,11:26:57,4,4,1.0,0,2024-08-21 11:37:16,2024-08-21,11:37:16
CyrusC3,FR3,FR,3,2024-08-21 11:28:40,2024-08-21,11:28:40,4,4,1.0,0,2024-08-21 11:37:16,2024-08-21,11:37:16
OamirO,AS2,,2,2024-08-21 11:21:12,2024-08-21,11:21:12,5,2,0.4,0,,,
CyrusC3,FR3,FR,3,2024-08-21 11:31:16,2024-08-21,11:31:16,4,4,1.0,0,2024-08-21 11:37:16,2024-08-21,11:37:16
CyrusC3,FR3,FR,3,2024-08-21 11:33:58,2024-08-21,11:33:58,4,4,1.0,0,2024-08-21 11:37:16,2024-08-21,11:37:16
OamirO,AS2,,2,2024-08-21 11:31:55,2024-08-21,11:31:55,5,2,0.4,0,,,
CyrusC3,FR3,FR,3,2024-08-21 11:37:16,2024-08-21,11:37:16,4,4,1.0,1,2024-08-21 11:37:16,2024-08-21,11:37:16
OamirO,MD2,MD,2,2024-08-21 11:37:41,2024-08-21,11:37:41,2,1,0.5,0,2024-11-14 11:08:14,2024-11-14,11:08:14
OamirO,MD2,MD,2,2024-08-21 11:38:34,2024-08-21,11:38:34,2,0,0.0,0,2024-11-14 11:08:14,2024-11-14,11:08:14
OamirO,AS1,AS,1,2024-08-21 11:40:56,2024-08-21,11:40:56,5,4,0.8,0,2024-08-29 12:13:10,2024-08-29,12:13:10
CyrusC3,LG3,LG,3,2024-08-21 11:42:33,2024-08-21,11:42:33,5,5,1.0,0,2024-08-28 12:26:23,2024-08-28,12:26:23
IyanaI,AS2,AS,2,2024-08-21 11:29:19,2024-08-21,11:29:19,5,2,0.4,0,2024-12-18 10:53:55,2024-12-18,10:53:55
CyrusC3,AS2,AS,2,2024-08-21 12:09:11,2024-08-21,12:09:11,5,5,1.0,0,2024-08-28 12:50:34,2024-08-28,12:50:34
FoxF2,COM3,CO,3,2024-08-21 12:17:14,2024-08-21,12:17:14,4,4,1.0,1,2024-08-20 12:35:11,2024-08-20,12:35:11
CharlotteC14,COM2,CO,2,2024-08-21 12:16:15,2024-08-21,12:16:15,5,5,1.0,0,2024-08-21 12:40:19,2024-08-21,12:40:19
KnoxK2,AS,AS,4,2024-08-21 12:15:50,2024-08-21,12:15:50,4,4,1.0,0,2024-08-21 12:21:17,2024-08-21,12:21:17
CharlotteC14,COM3,CO,3,2024-08-21 12:19:53,2024-08-21,12:19:53,4,4,1.0,0,2025-01-07 14:00:18,2025-01-07,14:00:18
CharlotteC14,COM1,CO,1,2024-08-21 12:24:33,2024-08-21,12:24:33,5,5,1.0,0,2024-12-10 14:18:10,2024-12-10,14:18:10
KnoxK2,AS,AS,4,2024-08-21 12:21:17,2024-08-21,12:21:17,4,4,1.0,1,2024-08-21 12:21:17,2024-08-21,12:21:17
PaytonP4,MD2,MD,2,2024-08-21 12:26:30,2024-08-21,12:26:30,2,2,1.0,1,2024-08-06 12:16:04,2024-08-06,12:16:04
PaytonP4,MD2,MD,2,2024-08-21 12:28:49,2024-08-21,12:28:49,2,2,1.0,1,2024-08-06 12:16:04,2024-08-06,12:16:04
CharlotteC14,COM2,CO,2,2024-08-21 12:26:31,2024-08-21,12:26:31,5,5,1.0,0,2024-08-21 12:40:19,2024-08-21,12:40:19
PaytonP4,MD2,MD,2,2024-08-21 12:29:14,2024-08-21,12:29:14,2,2,1.0,1,2024-08-06 12:16:04,2024-08-06,12:16:04
KnoxK2,COM1,CO,1,2024-08-21 12:30:18,2024-08-21,12:30:18,5,5,1.0,1,2024-08-21 12:30:18,2024-08-21,12:30:18
PaytonP4,MD2,MD,2,2024-08-21 12:30:35,2024-08-21,12:30:35,2,2,1.0,1,2024-08-06 12:16:04,2024-08-06,12:16:04
KnoxK2,AS1,AS,1,2024-08-21 12:32:18,2024-08-21,12:32:18,5,5,1.0,0,2024-10-21 17:46:27,2024-10-21,17:46:27
PaytonP4,MD2,MD,2,2024-08-21 12:32:06,2024-08-21,12:32:06,2,2,1.0,1,2024-08-06 12:16:04,2024-08-06,12:16:04
PaytonP4,MD2,MD,2,2024-08-21 12:33:09,2024-08-21,12:33:09,2,2,1.0,1,2024-08-06 12:16:04,2024-08-06,12:16:04
KnoxK2,AS1,AS,1,2024-08-21 12:33:35,2024-08-21,12:33:35,5,5,1.0,0,2024-10-21 17:46:27,2024-10-21,17:46:27
PaytonP4,MD2,MD,2,2024-08-21 12:33:25,2024-08-21,12:33:25,2,2,1.0,1,2024-08-06 12:16:04,2024-08-06,12:16:04
KnoxK2,AS1,AS,1,2024-08-21 12:34:12,2024-08-21,12:34:12,5,5,1.0,0,2024-10-21 17:46:27,2024-10-21,17:46:27
PaytonP4,MD2,MD,2,2024-08-21 12:34:41,2024-08-21,12:34:41,2,2,1.0,1,2024-08-06 12:16:04,2024-08-06,12:16:04
PaytonP4,MD2,MD,2,2024-08-21 12:38:32,2024-08-21,12:38:32,2,1,0.5,1,2024-08-06 12:16:04,2024-08-06,12:16:04
CharlotteC14,COM2,CO,2,2024-08-21 12:38:51,2024-08-21,12:38:51,5,5,1.0,0,2024-08-21 12:40:19,2024-08-21,12:40:19
PaytonP4,COM2,CO,2,2024-08-21 12:39:18,2024-08-21,12:39:18,5,0,0.0,1,2024-08-07 12:12:30,2024-08-07,12:12:30
CharlotteC14,COM2,CO,2,2024-08-21 12:40:19,2024-08-21,12:40:19,5,5,1.0,1,2024-08-21 12:40:19,2024-08-21,12:40:19
FoxF2,COM3,CO,3,2024-08-21 13:08:57,2024-08-21,13:08:57,4,4,1.0,1,2024-08-20 12:35:11,2024-08-20,12:35:11
FoxF2,COM3,CO,3,2024-08-21 13:12:30,2024-08-21,13:12:30,4,4,1.0,1,2024-08-20 12:35:11,2024-08-20,12:35:11
OamirO,AS1,AS,1,2024-08-28 11:20:20,2024-08-28,11:20:20,5,4,0.8,0,2024-08-29 12:13:10,2024-08-29,12:13:10
PaytonP4,COM4,,4,2024-08-28 11:24:34,2024-08-28,11:24:34,5,2,0.4,0,,,
OamirO,AS1,AS,1,2024-08-28 11:24:40,2024-08-28,11:24:40,5,5,1.0,0,2024-08-29 12:13:10,2024-08-29,12:13:10
PaytonP4,COM4,,4,2024-08-28 11:26:01,2024-08-28,11:26:01,5,4,0.8,0,,,
KnoxK2,MD,,4,2024-08-28 11:26:09,2024-08-28,11:26:09,5,5,1.0,0,,,
OamirO,AS1,AS,1,2024-08-28 11:29:20,2024-08-28,11:29:20,5,4,0.8,0,2024-08-29 12:13:10,2024-08-29,12:13:10
PaytonP4,MD2,MD,2,2024-08-28 11:35:08,2024-08-28,11:35:08,2,2,1.0,1,2024-08-06 12:16:04,2024-08-06,12:16:04
IyanaI,AS2,AS,2,2024-08-28 11:22:50,2024-08-28,11:22:50,5,3,0.6,0,2024-12-18 10:53:55,2024-12-18,10:53:55
KnoxK2,MD,,4,2024-08-28 11:31:34,2024-08-28,11:31:34,5,4,0.8,0,,,
PaytonP4,AS2,,2,2024-08-28 11:35:50,2024-08-28,11:35:50,5,4,0.8,0,,,
PaytonP4,AS2,,2,2024-08-28 11:39:16,2024-08-28,11:39:16,5,4,0.8,0,,,
PaytonP4,COM2,CO,2,2024-08-28 11:45:08,2024-08-28,11:45:08,5,4,0.8,1,2024-08-07 12:12:30,2024-08-07,12:12:30
OamirO,AS1,AS,1,2024-08-28 11:44:14,2024-08-28,11:44:14,5,5,1.0,0,2024-08-29 12:13:10,2024-08-29,12:13:10
KnoxK2,MD,,4,2024-08-28 11:38:52,2024-08-28,11:38:52,5,5,1.0,0,,,
PaytonP4,COM2,CO,2,2024-08-28 11:47:12,2024-08-28,11:47:12,5,4,0.8,1,2024-08-07 12:12:30,2024-08-07,12:12:30
OamirO,COM1,CO,1,2024-08-28 11:48:08,2024-08-28,11:48:08,5,4,0.8,0,2024-12-18 09:58:01,2024-12-18,09:58:01
PaytonP4,COM2,CO,2,2024-08-28 11:48:21,2024-08-28,11:48:21,5,5,1.0,1,2024-08-07 12:12:30,2024-08-07,12:12:30
PaytonP4,COM2,CO,2,2024-08-28 11:50:02,2024-08-28,11:50:02,5,3,0.6,1,2024-08-07 12:12:30,2024-08-07,12:12:30
PaytonP4,COM2,CO,2,2024-08-28 11:51:41,2024-08-28,11:51:41,5,2,0.4,1,2024-08-07 12:12:30,2024-08-07,12:12:30
PaytonP4,MD2,MD,2,2024-08-28 11:54:40,2024-08-28,11:54:40,2,2,1.0,1,2024-08-06 12:16:04,2024-08-06,12:16:04
PaytonP4,MD2,MD,2,2024-08-28 11:55:01,2024-08-28,11:55:01,2,2,1.0,1,2024-08-06 12:16:04,2024-08-06,12:16:04
PaytonP4,MD2,MD,2,2024-08-28 11:55:23,2024-08-28,11:55:23,2,2,1.0,1,2024-08-06 12:16:04,2024-08-06,12:16:04
PaytonP4,MD2,MD,2,2024-08-28 11:57:18,2024-08-28,11:57:18,2,1,0.5,1,2024-08-06 12:16:04,2024-08-06,12:16:04
PaytonP4,COM2,CO,2,2024-08-28 11:57:40,2024-08-28,11:57:40,5,5,1.0,1,2024-08-07 12:12:30,2024-08-07,12:12:30
PaytonP4,COM2,CO,2,2024-08-28 11:58:34,2024-08-28,11:58:34,5,5,1.0,1,2024-08-07 12:12:30,2024-08-07,12:12:30
CharlotteC14,COM2,CO,2,2024-08-28 12:16:40,2024-08-28,12:16:40,5,5,1.0,1,2024-08-21 12:40:19,2024-08-21,12:40:19
AyaA2,COM3,CO,3,2024-08-28 12:16:54,2024-08-28,12:16:54,4,3,0.75,0,2025-01-31 09:29:32,2025-01-31,09:29:32
CharlotteC14,COM2,CO,2,2024-08-28 12:18:15,2024-08-28,12:18:15,5,5,1.0,1,2024-08-21 12:40:19,2024-08-21,12:40:19
OarielO,COM2,CO,2,2024-08-28 12:18:35,2024-08-28,12:18:35,5,5,1.0,1,2024-07-31 12:05:55,2024-07-31,12:05:55
CharlotteC14,COM2,CO,2,2024-08-28 12:19:07,2024-08-28,12:19:07,5,5,1.0,1,2024-08-21 12:40:19,2024-08-21,12:40:19
CyrusC3,AS3,AS,3,2024-08-28 12:22:07,2024-08-28,12:22:07,6,5,0.8333333333333334,0,2024-10-03 10:01:01,2024-10-03,10:01:01
AyaA2,MD3,,3,2024-08-28 12:22:10,2024-08-28,12:22:10,4,3,0.75,0,,,
CyrusC3,LG3,LG,3,2024-08-28 12:26:23,2024-08-28,12:26:23,5,5,1.0,1,2024-08-28 12:26:23,2024-08-28,12:26:23
CharlotteC14,MD2,MD,2,2024-08-28 12:29:02,2024-08-28,12:29:02,2,2,1.0,0,2024-08-28 12:32:03,2024-08-28,12:32:03
OarielO,MD2,MD,2,2024-08-28 12:29:18,2024-08-28,12:29:18,2,2,1.0,1,2024-07-31 11:59:27,2024-07-31,11:59:27
CyrusC3,LG3,LG,3,2024-08-28 12:28:35,2024-08-28,12:28:35,5,5,1.0,1,2024-08-28 12:26:23,2024-08-28,12:26:23
AyaA2,LG3,LG,3,2024-08-28 12:27:33,2024-08-28,12:27:33,5,5,1.0,0,2024-08-28 12:30:13,2024-08-28,12:30:13
CharlotteC14,MD2,MD,2,2024-08-28 12:30:11,2024-08-28,12:30:11,2,2,1.0,0,2024-08-28 12:32:03,2024-08-28,12:32:03
CharlotteC14,MD2,MD,2,2024-08-28 12:31:02,2024-08-28,12:31:02,2,2,1.0,0,2024-08-28 12:32:03,2024-08-28,12:32:03
OarielO,COM2,CO,2,2024-08-28 12:30:17,2024-08-28,12:30:17,5,5,1.0,1,2024-07-31 12:05:55,2024-07-31,12:05:55
CharlotteC14,MD2,MD,2,2024-08-28 12:32:03,2024-08-28,12:32:03,2,1,0.5,1,2024-08-28 12:32:03,2024-08-28,12:32:03
AyaA2,LG3,LG,3,2024-08-28 12:30:13,2024-08-28,12:30:13,5,5,1.0,1,2024-08-28 12:30:13,2024-08-28,12:30:13
OarielO,COM2,CO,2,2024-08-28 12:31:30,2024-08-28,12:31:30,5,5,1.0,1,2024-07-31 12:05:55,2024-07-31,12:05:55
OarielO,COM2,CO,2,2024-08-28 12:33:07,2024-08-28,12:33:07,5,5,1.0,1,2024-07-31 12:05:55,2024-07-31,12:05:55
CharlotteC14,MD2,MD,2,2024-08-28 12:36:14,2024-08-28,12:36:14,2,2,1.0,1,2024-08-28 12:32:03,2024-08-28,12:32:03
CyrusC3,MD3,MD,3,2024-08-28 12:30:34,2024-08-28,12:30:34,4,4,1.0,0,2024-10-02 09:45:36,2024-10-02,09:45:36
AyaA2,LG3,LG,3,2024-08-28 12:33:34,2024-08-28,12:33:34,5,5,1.0,1,2024-08-28 12:30:13,2024-08-28,12:30:13
CharlotteC14,MD2,MD,2,2024-08-28 12:37:12,2024-08-28,12:37:12,2,2,1.0,1,2024-08-28 12:32:03,2024-08-28,12:32:03
CharlotteC14,MD2,MD,2,2024-08-28 12:37:50,2024-08-28,12:37:50,2,2,1.0,1,2024-08-28 12:32:03,2024-08-28,12:32:03
