"id","username","quiz_name","quiz_time","num_correct","num_total"
"413","FoxF2","COM3","2024-08-20 12:33:57.000000","4","4"
"414","FoxF2","COM3","2024-08-20 12:34:42.000000","4","4"
"415","KnoxK2","COM4","2024-08-20 12:34:12.000000","4","5"
"416","FoxF2","COM3","2024-08-20 12:35:11.000000","4","4"
"417","FoxF2","COM3","2024-08-20 12:35:47.000000","4","4"
"418","OarielO","COM3","2024-08-20 12:34:25.000000","3","4"
"419","FoxF2","COM3","2024-08-20 12:37:11.000000","3","4"
"420","FoxF2","COM3","2024-08-20 12:37:45.000000","3","4"
"421","KnoxK2","COM4","2024-08-20 12:35:51.000000","3","5"
"422","FoxF2","COM3","2024-08-20 12:38:12.000000","3","4"
"423","FoxF2","COM3","2024-08-20 12:38:41.000000","4","4"
"424","FoxF2","COM3","2024-08-20 12:39:10.000000","4","4"
"425","FoxF2","COM3","2024-08-20 12:39:40.000000","4","4"
"426","KnoxK2","AS","2024-08-20 12:38:38.000000","4","4"
"427","FoxF2","AS3","2024-08-20 12:40:14.000000","6","6"
"428","FoxF2","COM3","2024-08-20 12:43:38.000000","4","4"
"429","FoxF2","COM3","2024-08-20 12:44:52.000000","4","4"
"430","KnoxK2","AS","2024-08-20 12:44:16.000000","4","4"
"431","FoxF2","AS3","2024-08-20 12:46:21.000000","4","6"
"432","KnoxK2","AS","2024-08-20 12:48:15.000000","4","4"
"433","CyrusC3","LG3","2024-08-21 11:15:53.000000","5","5"
"434","CyrusC3","FR3","2024-08-21 11:26:57.000000","4","4"
"435","CyrusC3","FR3","2024-08-21 11:28:40.000000","4","4"
"436","OamirO","AS2","2024-08-21 11:21:12.000000","2","5"
"437","CyrusC3","FR3","2024-08-21 11:31:16.000000","4","4"
"438","CyrusC3","FR3","2024-08-21 11:33:58.000000","4","4"
"439","OamirO","AS2","2024-08-21 11:31:55.000000","2","5"
"440","CyrusC3","FR3","2024-08-21 11:37:16.000000","4","4"
"441","OamirO","MD2","2024-08-21 11:37:41.000000","1","2"
"442","OamirO","MD2","2024-08-21 11:38:34.000000","0","2"
"443","OamirO","AS1","2024-08-21 11:40:56.000000","4","5"
"444","CyrusC3","LG3","2024-08-21 11:42:33.000000","5","5"
"445","IyanaI","AS2","2024-08-21 11:29:19.000000","2","5"
"446","CyrusC3","AS2","2024-08-21 12:09:11.000000","5","5"
"447","FoxF2","COM3","2024-08-21 12:17:14.000000","4","4"
"448","CharlotteC14","COM2","2024-08-21 12:16:15.000000","5","5"
"449","KnoxK2","AS","2024-08-21 12:15:50.000000","4","4"
"450","CharlotteC14","COM3","2024-08-21 12:19:53.000000","4","4"
"451","CharlotteC14","COM1","2024-08-21 12:24:33.000000","5","5"
"452","KnoxK2","AS","2024-08-21 12:21:17.000000","4","4"
"453","PaytonP4","MD2","2024-08-21 12:26:30.000000","2","2"
"454","PaytonP4","MD2","2024-08-21 12:28:49.000000","2","2"
"455","CharlotteC14","COM2","2024-08-21 12:26:31.000000","5","5"
"456","PaytonP4","MD2","2024-08-21 12:29:14.000000","2","2"
"457","KnoxK2","COM1","2024-08-21 12:30:18.000000","5","5"
"458","PaytonP4","MD2","2024-08-21 12:30:35.000000","2","2"
"459","KnoxK2","AS1","2024-08-21 12:32:18.000000","5","5"
"460","PaytonP4","MD2","2024-08-21 12:32:06.000000","2","2"
"461","PaytonP4","MD2","2024-08-21 12:33:09.000000","2","2"
"462","KnoxK2","AS1","2024-08-21 12:33:35.000000","5","5"
"463","PaytonP4","MD2","2024-08-21 12:33:25.000000","2","2"
"464","KnoxK2","AS1","2024-08-21 12:34:12.000000","5","5"
"465","PaytonP4","MD2","2024-08-21 12:34:41.000000","2","2"
"466","PaytonP4","MD2","2024-08-21 12:38:32.000000","1","2"
"467","CharlotteC14","COM2","2024-08-21 12:38:51.000000","5","5"
"468","PaytonP4","COM2","2024-08-21 12:39:18.000000","0","5"
"469","CharlotteC14","COM2","2024-08-21 12:40:19.000000","5","5"
"470","FoxF2","COM3","2024-08-21 13:08:57.000000","4","4"
"471","FoxF2","COM3","2024-08-21 13:12:30.000000","4","4"
"472","OamirO","AS1","2024-08-28 11:20:20.000000","4","5"
"473","PaytonP4","COM4","2024-08-28 11:24:34.000000","2","5"
"474","OamirO","AS1","2024-08-28 11:24:40.000000","5","5"
"475","PaytonP4","COM4","2024-08-28 11:26:01.000000","4","5"
"476","KnoxK2","MD","2024-08-28 11:26:09.000000","5","5"
"477","OamirO","AS1","2024-08-28 11:29:20.000000","4","5"
"478","PaytonP4","MD2","2024-08-28 11:35:08.000000","2","2"
"479","IyanaI","AS2","2024-08-28 11:22:50.000000","3","5"
"480","KnoxK2","MD","2024-08-28 11:31:34.000000","4","5"
"481","PaytonP4","AS2","2024-08-28 11:35:50.000000","4","5"
"482","PaytonP4","AS2","2024-08-28 11:39:16.000000","4","5"
"483","PaytonP4","COM2","2024-08-28 11:45:08.000000","4","5"
"484","OamirO","AS1","2024-08-28 11:44:14.000000","5","5"
"485","KnoxK2","MD","2024-08-28 11:38:52.000000","5","5"
"486","PaytonP4","COM2","2024-08-28 11:47:12.000000","4","5"
"487","OamirO","COM1","2024-08-28 11:48:08.000000","4","5"
"488","PaytonP4","COM2","2024-08-28 11:48:21.000000","5","5"
"489","PaytonP4","COM2","2024-08-28 11:50:02.000000","3","5"
"490","PaytonP4","COM2","2024-08-28 11:51:41.000000","2","5"
"491","PaytonP4","MD2","2024-08-28 11:54:40.000000","2","2"
"492","PaytonP4","MD2","2024-08-28 11:55:01.000000","2","2"
"493","PaytonP4","MD2","2024-08-28 11:55:23.000000","2","2"
"494","PaytonP4","MD2","2024-08-28 11:57:18.000000","1","2"
"495","PaytonP4","COM2","2024-08-28 11:57:40.000000","5","5"
"496","PaytonP4","COM2","2024-08-28 11:58:34.000000","5","5"
"497","CharlotteC14","COM2","2024-08-28 12:16:40.000000","5","5"
"498","AyaA2","COM3","2024-08-28 12:16:54.000000","3","4"
"499","CharlotteC14","COM2","2024-08-28 12:18:15.000000","5","5"
"500","OarielO","COM2","2024-08-28 12:18:35.000000","5","5"
"501","CharlotteC14","COM2","2024-08-28 12:19:07.000000","5","5"
"502","CyrusC3","AS3","2024-08-28 12:22:07.000000","5","6"
"503","AyaA2","MD3","2024-08-28 12:22:10.000000","3","4"
"504","CyrusC3","LG3","2024-08-28 12:26:23.000000","5","5"
"505","CharlotteC14","MD2","2024-08-28 12:29:02.000000","2","2"
"506","OarielO","MD2","2024-08-28 12:29:18.000000","2","2"
"507","CyrusC3","LG3","2024-08-28 12:28:35.000000","5","5"
"508","AyaA2","LG3","2024-08-28 12:27:33.000000","5","5"
"509","CharlotteC14","MD2","2024-08-28 12:30:11.000000","2","2"
"510","CharlotteC14","MD2","2024-08-28 12:31:02.000000","2","2"
"511","OarielO","COM2","2024-08-28 12:30:17.000000","5","5"
"512","CharlotteC14","MD2","2024-08-28 12:32:03.000000","1","2"
"513","AyaA2","LG3","2024-08-28 12:30:13.000000","5","5"
"514","OarielO","COM2","2024-08-28 12:31:30.000000","5","5"
"515","OarielO","COM2","2024-08-28 12:33:07.000000","5","5"
"516","CharlotteC14","MD2","2024-08-28 12:36:14.000000","2","2"
"517","CyrusC3","MD3","2024-08-28 12:30:34.000000","4","4"
"518","AyaA2","LG3","2024-08-28 12:33:34.000000","5","5"
"519","CharlotteC14","MD2","2024-08-28 12:37:12.000000","2","2"
"520","CharlotteC14","MD2","2024-08-28 12:37:50.000000","2","2"
"521","CharlotteC14","MD2","2024-08-28 12:38:33.000000","2","2"
"522","CharlotteC14","MD2","2024-08-28 12:38:47.000000","2","2"
"523","CharlotteC14","MD2","2024-08-28 12:39:30.000000","2","2"
"524","OarielO","AS2","2024-08-28 12:35:14.000000","5","5"
"525","CyrusC3","AS3","2024-08-28 12:37:09.000000","6","6"
"526","AyaA2","LG3","2024-08-28 12:37:30.000000","4","5"
"527","OarielO","AS2","2024-08-28 12:40:42.000000","5","5"
"528","CyrusC3","AS2","2024-08-28 12:42:01.000000","5","5"
"529","CharlotteC14","AS2","2024-08-28 12:40:39.000000","5","5"
"530","OarielO","AS2","2024-08-28 12:45:50.000000","5","5"
"531","CharlotteC14","AS2","2024-08-28 12:43:55.000000","5","5"
"532","CyrusC3","AS2","2024-08-28 12:47:23.000000","4","5"
"533","FoxF2","COM3","2024-08-28 12:50:30.000000","3","4"
"534","OarielO","AS2","2024-08-28 12:47:56.000000","4","5"
"535","CyrusC3","AS2","2024-08-28 12:50:34.000000","5","5"
"536","FoxF2","MD3","2024-08-28 12:51:16.000000","4","4"
"537","CyrusC3","AS2","2024-08-28 12:53:50.000000","5","5"
"538","FoxF2","LG3","2024-08-28 12:57:03.000000","2","5"
"539","CyrusC3","COM2","2024-08-28 12:58:16.000000","5","5"
"540","FoxF2","LG3","2024-08-28 12:58:29.000000","4","5"
"541","FoxF2","LG3","2024-08-28 12:59:30.000000","4","5"
"542","CyrusC3","AS2","2024-08-28 12:59:04.000000","3","5"
"543","FoxF2","COM3","2024-08-28 13:01:16.000000","3","4"
"544","FoxF2","COM3","2024-08-28 13:01:47.000000","4","4"
"545","FoxF2","LG3","2024-08-28 13:02:20.000000","4","5"
"546","FoxF2","COM3","2024-08-28 13:04:14.000000","3","4"
"547","CyrusC3","AS2","2024-08-28 13:02:46.000000","5","5"
"548","FoxF2","LG3","2024-08-28 13:04:52.000000","4","5"
"549","FoxF2","LG3","2024-08-28 13:06:18.000000","4","5"
"550","FoxF2","FR3","2024-08-28 13:08:53.000000","4","4"
"551","FoxF2","FR3","2024-08-28 13:09:43.000000","4","4"
"552","FoxF2","LG3","2024-08-28 13:11:06.000000","4","5"
"553","FoxF2","LG3","2024-08-28 13:16:03.000000","5","5"
"554","FoxF2","LG3","2024-08-28 13:26:03.000000","4","5"
"555","FoxF2","COM3","2024-08-28 13:27:37.000000","4","4"
"556","FoxF2","COM3","2024-08-28 13:28:23.000000","4","4"
"557","FoxF2","COM3","2024-08-28 13:30:23.000000","4","4"
"558","FoxF2","LG3","2024-08-29 12:04:07.000000","4","5"
"559","FoxF2","LG3","2024-08-29 12:05:14.000000","4","5"
"560","AyaA2","LG3","2024-08-29 12:05:02.000000","4","5"
"561","OamirO","AS1","2024-08-29 12:06:49.000000","4","5"
"562","FoxF2","FR3","2024-08-29 12:10:52.000000","4","4"
"563","OamirO","COM1","2024-08-29 12:11:07.000000","5","5"
"564","AyaA2","FR3","2024-08-29 12:09:08.000000","4","4"
"565","FoxF2","FR3","2024-08-29 12:12:04.000000","4","4"
"566","OamirO","COM1","2024-08-29 12:12:34.000000","2","5"
"567","FoxF2","FR3","2024-08-29 12:12:48.000000","4","4"
"568","AyaA2","FR3","2024-08-29 12:12:16.000000","3","4"
"569","FoxF2","COM3","2024-08-29 12:13:28.000000","4","4"
"570","OamirO","AS1","2024-08-29 12:13:10.000000","5","5"
"571","FoxF2","FR3","2024-08-29 12:13:50.000000","3","4"
"572","OamirO","COM1","2024-08-29 12:15:11.000000","2","5"
"573","AyaA2","FR3","2024-08-29 12:14:13.000000","4","4"
"574","FoxF2","COM3","2024-08-29 12:15:31.000000","4","4"
"575","FoxF2","COM3","2024-08-29 12:15:54.000000","4","4"
"576","OamirO","AS1","2024-08-29 12:15:44.000000","5","5"
"577","FoxF2","FR3","2024-08-29 12:16:17.000000","4","4"
"578","FoxF2","FR3","2024-08-29 12:16:45.000000","4","4"
"579","AyaA2","FR3","2024-08-29 12:16:12.000000","4","4"
"580","OamirO","AS1","2024-08-29 12:17:36.000000","4","5"
"581","FoxF2","COM3","2024-08-29 12:18:57.000000","4","4"
"582","OamirO","COM1","2024-08-29 12:19:17.000000","4","5"
"583","OamirO","AS1","2024-08-29 12:19:51.000000","3","5"
"584","AyaA2","FR3","2024-08-29 12:18:58.000000","3","4"
"585","OamirO","AS1","2024-08-29 12:21:00.000000","3","5"
"586","AyaA2","FR3","2024-08-29 12:21:26.000000","4","4"
"587","OamirO","AS1","2024-08-29 12:23:00.000000","4","5"
"588","AyaA2","FR3","2024-08-29 12:23:15.000000","4","4"
"589","OamirO","COM1","2024-08-29 12:24:41.000000","2","5"
"590","FoxF2","MD3","2024-08-29 12:20:05.000000","4","4"
"591","OamirO","AS1","2024-08-29 12:25:14.000000","5","5"
"592","AyaA2","MD3","2024-08-29 12:25:12.000000","4","4"
"593","OamirO","AS1","2024-08-29 12:26:39.000000","5","5"
"594","OamirO","AS1","2024-08-29 12:28:04.000000","5","5"
"595","OamirO","AS1","2024-08-29 12:29:28.000000","4","5"
"596","IyanaI","COM2","2024-08-29 12:30:33.000000","3","5"
"597","OamirO","AS1","2024-08-29 12:31:45.000000","5","5"
"598","AyaA2","AS3","2024-08-29 12:27:46.000000","6","6"
"599","OamirO","AS1","2024-08-29 12:33:33.000000","5","5"
"600","OamirO","AS1","2024-08-29 12:34:36.000000","4","5"
"601","OamirO","AS1","2024-08-29 12:35:57.000000","4","5"
"602","OarielO","COM2","2024-08-29 12:59:05.000000","5","5"
"603","OarielO","COM2","2024-08-29 13:00:15.000000","5","5"
"604","PaytonP4","MD3","2024-08-29 13:00:54.000000","2","4"
"605","KnoxK2","ME","2024-08-29 12:59:11.000000","6","8"
"606","PaytonP4","COM4","2024-08-29 13:07:22.000000","3","5"
"607","OarielO","COM3","2024-08-29 13:08:50.000000","4","4"
"608","KnoxK2","ME","2024-08-29 13:06:30.000000","6","8"
"609","OarielO","COM3","2024-08-29 13:12:34.000000","3","4"
"610","KnoxK2","ME","2024-08-29 13:11:15.000000","8","8"
"611","OarielO","COM3","2024-08-29 13:13:28.000000","4","4"
"612","OarielO","COM3","2024-08-29 13:14:44.000000","4","4"
"613","CyrusC3","AS2","2024-08-29 13:12:40.000000","5","5"
"614","KnoxK2","ME","2024-08-29 13:14:07.000000","6","8"
"615","CyrusC3","AS2","2024-08-29 13:15:59.000000","5","5"
"616","KnoxK2","ME","2024-08-29 13:17:19.000000","7","8"
"617","OarielO","AS2","2024-08-29 13:16:41.000000","4","5"
"618","CyrusC3","AS2","2024-08-29 13:18:52.000000","5","5"
"619","OarielO","AS2","2024-08-29 13:21:16.000000","4","5"
"620","KnoxK2","AP","2024-08-29 13:19:34.000000","5","6"
"621","CyrusC3","COM2","2024-08-29 13:36:16.000000","5","5"
"622","CharlotteC14","MD3","2024-08-29 13:33:21.000000","4","4"
"623","CharlotteC14","COM3","2024-08-29 13:38:05.000000","3","4"
"624","CyrusC3","AS2","2024-08-29 13:38:05.000000","5","5"
"625","CyrusC3","COM1","2024-08-29 13:41:15.000000","5","5"
"626","CharlotteC14","COM3","2024-08-29 13:42:51.000000","3","4"
"627","CyrusC3","COM1","2024-08-29 13:42:36.000000","5","5"
"628","CyrusC3","COM1","2024-08-29 13:43:39.000000","5","5"
"629","CyrusC3","AS1","2024-08-29 13:44:25.000000","5","5"
"630","CyrusC3","AS1","2024-08-29 13:45:05.000000","5","5"
"631","CyrusC3","AS1","2024-08-29 13:46:10.000000","5","5"
"632","CyrusC3","AS1","2024-08-29 13:47:24.000000","5","5"
"633","CyrusC3","AS1","2024-08-29 13:48:11.000000","5","5"
"634","CyrusC3","LG3","2024-08-29 13:50:00.000000","5","5"
"635","pmb1","PER6","2024-08-30 10:45:55.000000","1","2"
"636","pmb1","PER6","2024-08-30 10:46:42.000000","2","2"
"637","pmb1","PER6","2024-08-30 10:47:22.000000","1","2"
"638","pmb1","PER6","2024-08-30 11:11:45.000000","2","2"
"639","pmb1","PER6","2024-08-30 11:13:31.000000","2","2"
"640","gr7","PER7","2024-08-30 11:25:10.000000","2","2"
"641","gr6","PER6","2024-08-30 13:39:45.000000","2","2"
"642","gr8","PER8","2024-08-30 13:49:10.000000","2","2"
"643","pmb1","MD2","2024-09-01 15:40:54.000000","2","2"
"644","OamirO","AS1","2024-10-02 09:45:40.000000","5","5"
"645","OarielO","COM2","2024-10-02 09:44:30.000000","5","5"
"646","CyrusC3","MD3","2024-10-02 09:45:36.000000","4","4"
"647","OamirO","AS1","2024-10-02 09:48:30.000000","4","5"
"648","CyrusC3","MD3","2024-10-02 09:49:18.000000","4","4"
"649","OamirO","AS1","2024-10-02 09:49:52.000000","4","5"
"650","OamirO","COM1","2024-10-02 09:52:01.000000","4","5"
"651","OamirO","AS1","2024-10-02 09:52:55.000000","4","5"
"652","OamirO","AS1","2024-10-02 09:53:54.000000","5","5"
"653","CyrusC3","MD3","2024-10-02 09:53:12.000000","3","4"
"654","OamirO","AS1","2024-10-02 09:55:28.000000","4","5"
"655","OamirO","AS1","2024-10-02 10:00:55.000000","4","5"
"656","OarielO","AS2","2024-10-02 10:05:40.000000","5","5"
"657","OamirO","AS1","2024-10-02 10:16:18.000000","4","5"
"658","CyrusC3","AS3","2024-10-02 10:20:32.000000","6","6"
"659","IyanaI","MD2","2024-10-02 10:24:52.000000","2","2"
"660","KnoxK2","AP","2024-10-02 10:21:12.000000","6","6"
"661","OamirO","AS1","2024-10-02 10:24:48.000000","4","5"
"662","OamirO","AS1","2024-10-02 10:28:31.000000","5","5"
"663","KnoxK2","AP","2024-10-02 10:28:09.000000","5","6"
"664","KnoxK2","AP","2024-10-02 10:37:13.000000","6","6"
"665","CyrusC3","AS3","2024-10-02 10:26:50.000000","6","6"
"666","OamirO","AS1","2024-10-02 10:46:52.000000","2","5"
"667","OamirO","COM1","2024-10-02 10:53:56.000000","1","5"
"668","PaytonP4","COM2","2024-10-02 11:09:04.000000","4","5"
"669","PaytonP4","COM2","2024-10-02 11:10:43.000000","5","5"
"670","AyaA2","FR3","2024-10-02 11:11:51.000000","4","4"
"671","PaytonP4","MD2","2024-10-02 11:12:44.000000","2","2"
"672","FoxF2","MD2","2024-10-02 11:15:21.000000","2","2"
"673","FoxF2","MD2","2024-10-02 11:15:37.000000","2","2"
"674","AyaA2","AS3","2024-10-02 11:13:59.000000","6","6"
"675","PaytonP4","AS2","2024-10-02 11:14:22.000000","3","5"
"676","AyaA2","AS3","2024-10-02 11:19:19.000000","6","6"
"677","AyaA2","COM1","2024-10-02 11:25:17.000000","5","5"
"678","FoxF2","LG3","2024-10-02 11:16:24.000000","4","5"
"679","AyaA2","COM1","2024-10-02 11:27:18.000000","5","5"
"680","AyaA2","COM1","2024-10-02 11:27:58.000000","5","5"
"681","AyaA2","COM1","2024-10-02 15:55:30.000000","5","5"
"682","AyaA2","AS1","2024-10-02 15:56:08.000000","5","5"
"683","AyaA2","AS1","2024-10-02 16:07:44.000000","5","5"
"684","AyaA2","LG3","2024-10-02 16:13:45.000000","4","5"
"685","AyaA2","LG3","2024-10-02 16:18:30.000000","4","5"
"686","AyaA2","COM4","2024-10-02 16:27:37.000000","1","5"
"687","AyaA2","MD","2024-10-02 16:37:18.000000","1","5"
"688","KnoxK2","AP","2024-10-03 09:19:21.000000","6","6"
"689","KnoxK2","LG","2024-10-03 09:26:10.000000","2","3"
"690","KnoxK2","LG","2024-10-03 09:31:20.000000","2","3"
"691","KnoxK2","LG","2024-10-03 09:35:07.000000","3","3"
"692","KnoxK2","LG","2024-10-03 09:38:46.000000","3","3"
"693","KnoxK2","LG","2024-10-03 09:43:15.000000","3","3"
"694","OarielO","COM3","2024-10-03 09:50:39.000000","3","4"
"695","OamirO","AS1","2024-10-03 09:50:24.000000","4","5"
"696","OarielO","COM3","2024-10-03 09:52:35.000000","4","4"
"697","OamirO","AS1","2024-10-03 09:51:57.000000","3","5"
"698","OamirO","AS1","2024-10-03 09:57:02.000000","5","5"
"699","OarielO","AS3","2024-10-03 09:55:08.000000","6","6"
"700","OamirO","AS1","2024-10-03 10:00:06.000000","5","5"
"701","OamirO","COM1","2024-10-03 10:04:07.000000","3","5"
"702","OamirO","COM1","2024-10-03 10:04:44.000000","3","5"
"703","OarielO","MD3","2024-10-03 10:01:01.000000","4","4"
"704","OamirO","COM1","2024-10-03 10:05:16.000000","4","5"
"705","OamirO","COM1","2024-10-03 10:06:27.000000","3","5"
"706","OamirO","COM1","2024-10-03 10:06:52.000000","3","5"
"707","OamirO","COM1","2024-10-03 10:07:23.000000","2","5"
"708","OamirO","AS1","2024-10-03 10:07:50.000000","3","5"
"709","CyrusC3","AS3","2024-10-03 10:01:01.000000","6","6"
"710","OamirO","COM1","2024-10-03 10:08:57.000000","3","5"
"711","OarielO","FR3","2024-10-03 10:08:21.000000","3","4"
"712","CyrusC3","MD3","2024-10-03 10:09:40.000000","4","4"
"713","KnoxK2","FR","2024-10-03 09:55:47.000000","8","8"
"714","OamirO","AS1","2024-10-03 10:09:21.000000","5","5"
"715","OarielO","LG3","2024-10-03 10:10:38.000000","5","5"
"716","OamirO","COM1","2024-10-03 10:13:09.000000","2","5"
"717","OamirO","COM1","2024-10-03 10:14:08.000000","2","5"
"718","OamirO","AS1","2024-10-03 10:14:32.000000","2","5"
"719","CyrusC3","AS3","2024-10-03 10:12:14.000000","6","6"
"720","CyrusC3","MD3","2024-10-03 10:33:21.000000","4","4"
"721","OarielO","COM3","2024-10-03 10:34:59.000000","3","4"
"722","KnoxK2","FR","2024-10-03 10:29:01.000000","6","8"
"723","OarielO","COM3","2024-10-03 10:36:36.000000","4","4"
"724","CyrusC3","MD3","2024-10-03 10:38:10.000000","4","4"
"725","FoxF2","AP","2024-10-03 10:37:12.000000","4","6"
"726","OarielO","AS3","2024-10-03 10:37:37.000000","6","6"
"727","KnoxK2","FR","2024-10-03 10:36:56.000000","8","8"
"728","CyrusC3","MD3","2024-10-03 10:40:19.000000","4","4"
"729","OarielO","MD3","2024-10-03 10:42:04.000000","4","4"
"730","CyrusC3","MD3","2024-10-03 10:42:57.000000","4","4"
"731","KnoxK2","FR","2024-10-03 10:41:56.000000","8","8"
"732","OarielO","FR3","2024-10-03 10:46:25.000000","4","4"
"733","OarielO","FR3","2024-10-03 10:47:56.000000","4","4"
"734","OarielO","LG3","2024-10-03 10:50:24.000000","5","5"
"735","FoxF2","COM4","2024-10-03 10:52:59.000000","4","5"
"736","KnoxK2","FR","2024-10-03 10:50:25.000000","4","8"
"737","KnoxK2","DEC","2024-10-03 10:56:45.000000","2","5"
"738","FoxF2","AS","2024-10-03 10:55:11.000000","3","4"
"739","AyaA2","DEC","2024-10-03 10:53:18.000000","2","5"
"740","KnoxK2","DEC","2024-10-03 10:58:52.000000","3","5"
"741","KnoxK2","DEC","2024-10-03 11:00:29.000000","2","5"
"742","KnoxK2","DEC","2024-10-03 11:01:39.000000","1","5"
"743","AyaA2","AS","2024-10-03 10:59:40.000000","4","4"
"744","KnoxK2","DEC","2024-10-03 11:03:09.000000","3","5"
"745","KnoxK2","COM5","2024-10-03 11:06:23.000000","2","4"
"746","PaytonP4","COM2","2024-10-03 16:37:13.000000","4","5"
"747","PaytonP4","COM2","2024-10-03 16:40:15.000000","5","5"
"748","PaytonP4","COM3","2024-10-03 16:41:42.000000","3","4"
"749","PaytonP4","COM2","2024-10-03 17:21:43.000000","5","5"
"750","PaytonP4","COM2","2024-10-03 17:24:03.000000","4","5"
"751","PaytonP4","COM2","2024-10-03 17:27:20.000000","5","5"
"752","PaytonP4","COM2","2024-10-03 17:30:36.000000","4","5"
"753","KnoxK2","COM5","2024-10-04 09:17:35.000000","3","4"
"754","KnoxK2","COM5","2024-10-04 09:18:51.000000","4","4"
"755","OamirO","AS1","2024-10-04 09:20:11.000000","4","5"
"756","KnoxK2","COM5","2024-10-04 09:21:29.000000","4","4"
"757","KnoxK2","COM5","2024-10-04 09:22:57.000000","4","4"
"758","OamirO","AS1","2024-10-04 09:21:42.000000","4","5"
"759","OamirO","COM1","2024-10-04 09:23:49.000000","3","5"
"760","OamirO","COM1","2024-10-04 09:24:14.000000","4","5"
"761","OamirO","COM1","2024-10-04 09:25:39.000000","2","5"
"762","KnoxK2","MD5","2024-10-04 09:23:55.000000","6","6"
"763","OamirO","AS1","2024-10-04 09:27:37.000000","4","5"
"764","FoxF2","AS1","2024-10-04 09:37:08.000000","5","5"
"765","KnoxK2","MD5","2024-10-04 09:39:01.000000","5","6"
"766","KnoxK2","MD5","2024-10-07 11:05:26.000000","5","6"
"767","AyaA2","DEC","2024-10-09 09:22:53.000000","4","5"
"768","IyanaI","MD2","2024-10-09 09:33:13.000000","2","2"
"769","AyaA2","AP","2024-10-09 09:35:31.000000","3","6"
"770","AyaA2","COM1","2024-10-09 09:49:45.000000","5","5"
"771","AyaA2","AS1","2024-10-09 09:50:55.000000","5","5"
"772","AyaA2","COM1","2024-10-09 09:55:04.000000","5","5"
"773","OamirO","AS1","2024-10-09 10:03:40.000000","4","5"
"774","PaytonP4","COM3","2024-10-09 10:06:27.000000","3","4"
"775","OamirO","AS1","2024-10-09 10:06:39.000000","5","5"
"776","KnoxK2","MD5","2024-10-09 10:01:45.000000","5","6"
"777","OamirO","AS1","2024-10-09 10:08:47.000000","1","5"
"778","PaytonP4","LG3","2024-10-09 10:10:45.000000","2","5"
"779","KnoxK2","MD5","2024-10-09 10:08:31.000000","5","6"
"780","PaytonP4","LG3","2024-10-09 10:12:52.000000","1","5"
"781","KnoxK2","AP5","2024-10-09 10:17:19.000000","1","3"
"782","OamirO","AS1","2024-10-09 10:14:49.000000","4","5"
"783","KnoxK2","AP5","2024-10-09 10:23:12.000000","2","3"
"784","KnoxK2","AP5","2024-10-09 10:26:25.000000","2","3"
"785","KnoxK2","AP5","2024-10-09 10:27:54.000000","2","3"
"786","KnoxK2","AP5","2024-10-09 10:28:51.000000","2","3"
"787","KnoxK2","LG5","2024-10-09 10:36:20.000000","6","6"
"788","KnoxK2","LG5","2024-10-10 11:17:54.000000","6","6"
"789","KnoxK2","LG5","2024-10-10 11:25:13.000000","6","6"
"790","KnoxK2","LG5","2024-10-10 11:31:17.000000","6","6"
"791","KnoxK2","LG5","2024-10-10 11:33:01.000000","6","6"
"792","CyrusC3","COM4","2024-10-14 12:37:52.000000","5","5"
"793","CyrusC3","COM4","2024-10-14 12:41:55.000000","4","5"
"794","CyrusC3","AP","2024-10-14 12:45:10.000000","5","6"
"795","CyrusC3","AP","2024-10-15 09:47:14.000000","4","6"
"796","CyrusC3","COM4","2024-10-15 09:57:14.000000","5","5"
"797","CyrusC3","COM4","2024-10-15 09:58:48.000000","4","5"
"798","CyrusC3","COM4","2024-10-15 10:00:17.000000","3","5"
"799","CyrusC3","COM4","2024-10-15 10:16:35.000000","3","5"
"800","CyrusC3","COM4","2024-10-15 10:17:42.000000","4","5"
"801","KnoxK2","FR5","2024-10-15 10:17:20.000000","2","5"
"802","CyrusC3","COM4","2024-10-15 10:20:16.000000","4","5"
"803","KnoxK2","FR5","2024-10-15 10:20:28.000000","2","5"
"804","KnoxK2","FR5","2024-10-15 10:23:31.000000","3","5"
"805","KnoxK2","FR5","2024-10-15 10:30:48.000000","2","5"
"806","KnoxK2","FR5","2024-10-15 10:42:28.000000","3","5"
"807","AyaA2","AS","2024-10-15 10:31:25.000000","3","4"
"808","AyaA2","DEC","2024-10-15 10:51:15.000000","4","5"
"809","KnoxK2","DEC5","2024-10-16 11:56:16.000000","5","7"
"810","OamirO","AS1","2024-10-16 11:55:30.000000","3","5"
"811","OamirO","AS1","2024-10-16 12:03:15.000000","3","5"
"812","OamirO","AS1","2024-10-16 12:05:55.000000","3","5"
"813","AyaA2","DEC","2024-10-16 11:56:25.000000","4","5"
"814","KnoxK2","DEC5","2024-10-16 12:06:34.000000","4","7"
"815","KnoxK2","DEC5","2024-10-16 12:11:25.000000","5","7"
"816","KnoxK2","DEC5","2024-10-16 12:19:09.000000","4","7"
"817","KnoxK2","DEC5","2024-10-16 12:22:14.000000","4","7"
"818","KnoxK2","PER","2024-10-16 12:25:29.000000","3","6"
"819","OamirO","MD2","2024-10-16 12:26:54.000000","1","2"
"820","OarielO","COM3","2024-10-16 12:31:52.000000","4","4"
"821","OamirO","AS2","2024-10-16 12:29:49.000000","3","5"
